duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses
313143987,49954166378,0,1783284691736264267,2500000,2500000,375.868987,0.000000,0.000000,3224.000000,937464908.000000,348671158.000000,87437968.000000,11794254.000000,107027199.000000,28370413.000000,14832218.000000,161363.000000
310116724,49954166378,0,1783284692627578961,2500000,2500000,372.406806,0.000000,0.000000,3224.000000,928832024.000000,348669087.000000,87437441.000000,11759569.000000,107026610.000000,28335478.000000,14430171.000000,164724.000000
312591214,49954166378,0,1783284693561330967,2500000,2500000,375.200980,0.000000,0.000000,3224.000000,935799286.000000,348670666.000000,87437708.000000,11798596.000000,107027017.000000,28295452.000000,14837927.000000,151753.000000
311707862,49954166378,0,1783284694446363363,2500000,2500000,374.121319,0.000000,0.000000,3224.000000,933106202.000000,348669425.000000,87437526.000000,11769541.000000,107026714.000000,28345330.000000,14724955.000000,163781.000000
312565844,49954166378,0,1783284695357963691,2500000,2500000,375.272956,0.000000,0.000000,3224.000000,935978698.000000,348670914.000000,87437779.000000,11734556.000000,107027062.000000,28356696.000000,15057622.000000,148025.000000
311303845,49954166378,0,1783284696262177026,2500000,2500000,373.709971,0.000000,0.000000,3224.000000,932079498.000000,348669335.000000,87437497.000000,11727126.000000,107026717.000000,28372379.000000,14738992.000000,167400.000000
310001929,49954166378,0,1783284697181151141,2500000,2500000,372.281772,0.000000,0.000000,3224.000000,928518659.000000,348669277.000000,87437491.000000,11761568.000000,107026659.000000,28338378.000000,14551803.000000,144150.000000
310781189,49954166378,0,1783284698069070956,2500000,2500000,373.116274,0.000000,0.000000,3224.000000,930600009.000000,348669253.000000,87437485.000000,11799209.000000,107026692.000000,28322085.000000,14494842.000000,163555.000000
310364118,49954166378,0,1783284699007836390,2500000,2500000,372.709994,0.000000,0.000000,3224.000000,929586673.000000,348669664.000000,87437561.000000,11721460.000000,107026736.000000,28358256.000000,14691935.000000,144051.000000
310960140,49954166378,0,1783284699859849758,2500000,2500000,373.312375,0.000000,0.000000,3224.000000,931087334.000000,348670962.000000,87437792.000000,11723604.000000,107027106.000000,28357444.000000,14624790.000000,164800.000000
312144533,49954166378,0,1783284700755463477,2500000,2500000,374.757574,0.000000,0.000000,3224.000000,934693943.000000,348670279.000000,87437650.000000,11730734.000000,107026923.000000,28388125.000000,14859194.000000,153332.000000
311547914,49954166378,0,1783284701648002387,2500000,2500000,373.955870,0.000000,0.000000,3224.000000,932693647.000000,348670041.000000,87437618.000000,11754034.000000,107026880.000000,28362925.000000,14578761.000000,168000.000000
311255584,49954166378,0,1783284702560132301,2500000,2500000,373.795336,0.000000,0.000000,3224.000000,932292890.000000,348669002.000000,87437425.000000,11726645.000000,107026610.000000,28348985.000000,14844204.000000,145558.000000
315333347,49954166378,0,1783284703453755897,2500000,2500000,378.224893,0.000000,0.000000,3224.000000,943341364.000000,348669258.000000,87437483.000000,11774048.000000,107026679.000000,28350140.000000,15371093.000000,159795.000000
312770426,49954166378,0,1783284704373330066,2500000,2500000,375.457192,0.000000,0.000000,3224.000000,936439088.000000,348670164.000000,87437649.000000,11754893.000000,107026870.000000,28370245.000000,15127519.000000,139897.000000
312293886,49954166378,0,1783284705261083860,2500000,2500000,374.881153,0.000000,0.000000,3224.000000,935001586.000000,348670131.000000,87437667.000000,11776636.000000,107026909.000000,28352643.000000,14767903.000000,166420.000000
308982118,49954166378,0,1783284706195367561,2500000,2500000,371.267815,0.000000,0.000000,3224.000000,925989849.000000,348670882.000000,87437775.000000,11727601.000000,107027071.000000,28334266.000000,14384468.000000,141460.000000
