duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:cycles,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cache-misses,perf:l2_rqsts.all_demand_miss,perf:L1-dcache-misses
312859424,49954166378,0,1783269726991501604,2500000,2500000,936616620.000000,0.000000,0.000000,3224.000000,1371045.000000,14989168.000000,28364762.000000
312924368,49954166378,0,1783269727833985513,2500000,2500000,936836716.000000,0.000000,0.000000,3224.000000,1447267.000000,14958333.000000,28375294.000000
313149071,49954166378,0,1783269728670543959,2500000,2500000,937244786.000000,0.000000,0.000000,3224.000000,1382714.000000,14991876.000000,28360884.000000
315843057,49954166378,0,1783269729490186851,2500000,2500000,944822326.000000,0.000000,0.000000,3224.000000,1476816.000000,15367186.000000,28402287.000000
313001036,49954166378,0,1783269730424828002,2500000,2500000,936829390.000000,0.000000,0.000000,3224.000000,1461819.000000,14957244.000000,28382220.000000
315148992,49954166378,0,1783269731244650451,2500000,2500000,942795206.000000,0.000000,0.000000,3224.000000,1438281.000000,15239917.000000,28372855.000000
313732740,49954166378,0,1783269732111664625,2500000,2500000,938906902.000000,0.000000,0.000000,3224.000000,1418990.000000,15118184.000000,28394348.000000
314854492,49954166378,0,1783269732938018642,2500000,2500000,940253557.000000,1.000000,0.000000,3225.000000,1401629.000000,15272129.000000,28505015.000000
314665741,49954166378,0,1783269733727749413,2500000,2500000,941566563.000000,0.000000,0.000000,3224.000000,1341210.000000,15416513.000000,28378339.000000
312572746,49954166378,0,1783269734466261834,2500000,2500000,935719855.000000,0.000000,0.000000,3224.000000,1318031.000000,15003784.000000,28345345.000000
313777407,49954166378,0,1783269735209155864,2500000,2500000,938891930.000000,0.000000,0.000000,3224.000000,1359111.000000,15169996.000000,28380798.000000
314869514,49954166378,0,1783269735904879988,2500000,2500000,942110191.000000,0.000000,0.000000,3224.000000,1361037.000000,15383328.000000,28332357.000000
312702679,49954166378,0,1783269736613623093,2500000,2500000,936091973.000000,0.000000,0.000000,3224.000000,1327884.000000,15066910.000000,28382999.000000
312427121,49954166378,0,1783269737295862815,2500000,2500000,935465169.000000,0.000000,0.000000,3224.000000,1361681.000000,14980592.000000,28356845.000000
311196727,49954166378,0,1783269737973865159,2500000,2500000,932015241.000000,0.000000,0.000000,3224.000000,1334961.000000,14798407.000000,28350539.000000
312052707,49954166378,0,1783269738673746981,2500000,2500000,934455050.000000,0.000000,0.000000,3224.000000,1363747.000000,14894248.000000,28364206.000000
313621933,49954166378,0,1783269739436346821,2500000,2500000,938747272.000000,0.000000,0.000000,3224.000000,1307164.000000,15210896.000000,28360473.000000
312243015,49954166378,0,1783269740169612457,2500000,2500000,934876689.000000,0.000000,0.000000,3224.000000,1365637.000000,14966285.000000,28371396.000000
311625150,49954166378,0,1783269740965356100,2500000,2500000,933192427.000000,0.000000,0.000000,3224.000000,1308270.000000,14930683.000000,28349447.000000
312327560,49954166378,0,1783269741756023011,2500000,2500000,935172225.000000,0.000000,0.000000,3224.000000,1372127.000000,14943527.000000,28357688.000000
312732597,49954166378,0,1783269742666005570,2500000,2500000,936390069.000000,0.000000,0.000000,3224.000000,1328881.000000,15088532.000000,28364727.000000
