cpufreq_before,duration,evidence,cpufreq_after,perf:task-clock,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cycles,perf:instructions,perf:branches,perf:branch-misses,perf:L1-dcache-loads,perf:L1-dcache-load-misses,perf:LLC-loads,perf:LLC-load-misses,timestamp,exit_code
2500000,311195846,49954166378,2500000,373.594672,0.000000,0.000000,3224.000000,931785906.000000,348673173.000000,87438258.000000,11762563.000000,107027639.000000,28347112.000000,14375223.000000,205242.000000,1783454551129666640,0
2500000,312379183,49954166378,2500000,375.099095,0.000000,0.000000,3224.000000,935535599.000000,348670537.000000,87437772.000000,11746122.000000,107026920.000000,28310821.000000,14702192.000000,196478.000000,1783454551554323970,0
2500000,312148632,49954166378,2500000,374.819385,0.000000,0.000000,3224.000000,934838293.000000,348670615.000000,87437750.000000,11748557.000000,107026923.000000,28366060.000000,14440164.000000,205913.000000,1783454551978885986,0
2500000,311232200,49954166378,2500000,373.695276,0.000000,0.000000,3224.000000,932035164.000000,348670701.000000,87437822.000000,11756865.000000,107026982.000000,28337683.000000,14451043.000000,192341.000000,1783454552404265214,0
2500000,312800146,49954166378,2500000,375.485500,0.000000,0.000000,3224.000000,936500015.000000,348671468.000000,87437880.000000,11751575.000000,107027121.000000,28348432.000000,14670244.000000,204473.000000,1783454552828905346,0
2500000,311923199,49954166378,2500000,374.399751,0.000000,0.000000,3224.000000,933792476.000000,348670464.000000,87437711.000000,11757814.000000,107026899.000000,28352108.000000,14561634.000000,195691.000000,1783454553253527456,0
2500000,311977232,49954166378,2500000,374.514764,0.000000,0.000000,3224.000000,934079687.000000,348671382.000000,87437954.000000,11756553.000000,107027162.000000,28309824.000000,14369927.000000,211922.000000,1783454553678232728,0
2500000,312538562,49954166378,2500000,375.192880,0.000000,0.000000,3224.000000,935771272.000000,348670830.000000,87437803.000000,11760128.000000,107026996.000000,28347787.000000,14657042.000000,199638.000000,1783454554105216501,0
2500000,315526056,49954166378,2500000,378.584664,0.000000,0.000000,3224.000000,944229422.000000,348669884.000000,87437587.000000,11783290.000000,107026751.000000,28386773.000000,15050926.000000,211998.000000,1783454554531882033,0
2500000,312160380,49954166378,2500000,374.754578,0.000000,0.000000,3224.000000,934677619.000000,348673569.000000,87438288.000000,11742128.000000,107027739.000000,28366110.000000,14668450.000000,192930.000000,1783454554962424780,0
2500000,311927370,49954166378,2500000,374.450187,0.000000,0.000000,3224.000000,933917852.000000,348669739.000000,87437590.000000,11758908.000000,107026703.000000,28352333.000000,14408745.000000,202474.000000,1783454555389007672,0
2500000,311914210,49954166378,2500000,374.454635,0.000000,0.000000,3224.000000,933928043.000000,348671830.000000,87437938.000000,11745463.000000,107027207.000000,28372441.000000,14375148.000000,212664.000000,1783454555817303332,0
2500000,312563845,49954166378,2500000,375.135302,0.000000,0.000000,3224.000000,935628638.000000,348672457.000000,87438150.000000,11759035.000000,107027465.000000,28301019.000000,14609402.000000,210640.000000,1783454556242427731,0
2500000,313978705,49954166378,2500000,376.890736,0.000000,0.000000,3224.000000,940006601.000000,348669954.000000,87437598.000000,11757909.000000,107026770.000000,28379403.000000,14908235.000000,205955.000000,1783454556668330044,0
2500000,313319118,49954166378,2500000,376.047980,0.000000,0.000000,3224.000000,937902155.000000,348671101.000000,87437867.000000,11765154.000000,107027074.000000,28377942.000000,14621106.000000,204247.000000,1783454557097617849,0
2500000,314212250,49954166378,2500000,377.075906,0.000000,0.000000,3224.000000,940466594.000000,348670303.000000,87437692.000000,11761361.000000,107026881.000000,28373176.000000,14985200.000000,195282.000000,1783454557525505657,0
2500000,312994176,49954166378,2500000,375.623404,0.000000,0.000000,3224.000000,936843909.000000,348670870.000000,87437779.000000,11751397.000000,107026984.000000,28373908.000000,14506807.000000,215124.000000,1783454557955423978,0
2500000,312112460,49954166378,2500000,374.052758,1.000000,0.000000,3225.000000,932899705.000000,348682520.000000,87440267.000000,11767227.000000,107030228.000000,28641920.000000,14582884.000000,193684.000000,1783454558380085865,0
2500000,314866973,49954166378,2500000,377.632121,0.000000,0.000000,3224.000000,941855154.000000,348672533.000000,87438149.000000,11753465.000000,107027510.000000,28323887.000000,14743582.000000,248236.000000,1783454558806610969,0
2500000,314975703,49954166378,2500000,377.798532,0.000000,0.000000,3224.000000,942269783.000000,348670056.000000,87437646.000000,11733661.000000,107026837.000000,28403859.000000,14471447.000000,276676.000000,1783454559235797509,0
2500000,313798193,49954166378,2500000,376.446258,0.000000,0.000000,3224.000000,938896451.000000,348670623.000000,87437738.000000,11789012.000000,107026921.000000,28307489.000000,14566166.000000,243334.000000,1783454559664466997,0
2500000,314925163,49954166378,2500000,377.594766,0.000000,0.000000,3224.000000,941762605.000000,348672553.000000,87438300.000000,11760358.000000,107027579.000000,28374283.000000,14499145.000000,275813.000000,1783454560092796430,0
2500000,313151630,49954166378,2500000,375.794572,0.000000,0.000000,3224.000000,937271462.000000,348671690.000000,87437893.000000,11747977.000000,107027245.000000,28366858.000000,14452265.000000,245220.000000,1783454560521966856,0
2500000,315235749,49954166378,2500000,378.043015,0.000000,0.000000,3224.000000,942878502.000000,348669944.000000,87437619.000000,11772402.000000,107026763.000000,28366316.000000,14663079.000000,261766.000000,1783454560949873290,0
2500000,317688655,49954166378,2500000,380.715755,0.000000,0.000000,3224.000000,949544364.000000,348671140.000000,87437847.000000,11727922.000000,107027066.000000,28428667.000000,15292360.000000,247394.000000,1783454561377860228,0
2500000,315198877,49954166378,2500000,378.052425,0.000000,0.000000,3224.000000,942902559.000000,348670534.000000,87437736.000000,11740472.000000,107026891.000000,28410295.000000,14609319.000000,262507.000000,1783454561808171517,0
2500000,315525742,49954166378,2500000,378.432541,0.000000,0.000000,3224.000000,943851170.000000,348671615.000000,87437951.000000,11738167.000000,107027199.000000,28410581.000000,14808369.000000,247804.000000,1783454562234979210,0
2500000,316183110,49954166378,2500000,379.118324,0.000000,0.000000,3224.000000,945561439.000000,348670460.000000,87437782.000000,11775422.000000,107026936.000000,28405329.000000,14762557.000000,257630.000000,1783454562663979923,0
2500000,315073417,49954166378,2500000,377.947226,0.000000,0.000000,3224.000000,942639686.000000,348670735.000000,87437741.000000,11770489.000000,107026927.000000,28386350.000000,14553649.000000,259657.000000,1783454563093912074,0
2500000,315914425,49954166378,2500000,378.822936,0.000000,0.000000,3224.000000,944825184.000000,348672074.000000,87438001.000000,11749456.000000,107027348.000000,28410475.000000,14641505.000000,272827.000000,1783454563521290098,0
2500000,315174915,49954166378,2500000,378.039304,0.000000,0.000000,3224.000000,942869272.000000,348671833.000000,87437989.000000,11751204.000000,107027263.000000,28385665.000000,14820589.000000,247981.000000,1783454563947234339,0
2500000,317683586,49954166378,2500000,380.835650,0.000000,0.000000,3224.000000,949846120.000000,348670957.000000,87437843.000000,11716805.000000,107027045.000000,28453327.000000,14996642.000000,274689.000000,1783454564374910931,0
2500000,314623993,49954166378,2500000,377.376108,0.000000,0.000000,3224.000000,941215071.000000,348671130.000000,87437822.000000,11765882.000000,107027080.000000,28337861.000000,14653353.000000,242801.000000,1783454564806197097,0
2500000,314727230,49954166378,2500000,377.556348,0.000000,0.000000,3224.000000,941666913.000000,348671894.000000,87438025.000000,11752942.000000,107027279.000000,28337824.000000,14664253.000000,258438.000000,1783454565232266390,0
2500000,315935323,49954166378,2500000,378.874377,0.000000,0.000000,3224.000000,944951902.000000,348671535.000000,87437895.000000,11739981.000000,107027122.000000,28416490.000000,14825209.000000,257845.000000,1783454565661820867,0
2500000,314605418,49954166378,2500000,377.287883,0.000000,0.000000,3224.000000,940995119.000000,348671226.000000,87437808.000000,11745264.000000,107027038.000000,28337842.000000,14565696.000000,269655.000000,1783454566091261794,0
