duration,evidence,exit_code,timestamp,cpufreq_before,cpufreq_after,perf:cycles,perf:context-switches,perf:cpu-migrations,perf:page-faults,perf:cache-misses,perf:l2_rqsts.all_demand_miss,perf:L1-dcache-misses
312682720,49954166378,0,1783119768206408115,2500000,2499995,935400618.000000,2.000000,0.000000,3224.000000,1358868.000000,15003880.000000,28367785.000000
311749417,49954166378,0,1783119769407272678,2500000,2499999,932842397.000000,2.000000,0.000000,3224.000000,1424601.000000,14781437.000000,28372549.000000
313877886,49954166378,0,1783119770606310344,2500000,2500006,938578896.000000,3.000000,0.000000,3224.000000,1385005.000000,15164579.000000,28374504.000000
313025185,49954166378,0,1783119771819049180,2500000,2499997,936341113.000000,1.000000,0.000000,3224.000000,1369372.000000,15061557.000000,28369810.000000
312962167,49954166378,0,1783119773013700470,2500000,2500006,936355094.000000,2.000000,0.000000,3224.000000,1347537.000000,15097781.000000,28378321.000000
312647237,49954166378,0,1783119774227985657,2500000,2500005,935360010.000000,1.000000,0.000000,3224.000000,1379183.000000,14983794.000000,28363921.000000
314836014,49954166378,0,1783119775396978161,2500000,2499998,941344925.000000,2.000000,0.000000,3224.000000,1387841.000000,15311365.000000,28387612.000000
306966795,49954166378,0,1783119776622402263,2500000,2500000,920010457.000000,5.000000,0.000000,3225.000000,1159333.000000,15502884.000000,29974574.000000
313386475,49954166378,0,1783119777826286160,2500000,2499999,937698318.000000,2.000000,0.000000,3224.000000,1266347.000000,15309442.000000,28375039.000000
312709842,49954166378,0,1783119779031862589,2500000,2500002,935940527.000000,2.000000,0.000000,3224.000000,1160708.000000,15376661.000000,28367843.000000
311589767,49954166378,0,1783119780247539791,2500000,2499996,932685859.000000,1.000000,0.000000,3224.000000,1234675.000000,15080474.000000,28361309.000000
312743516,49954166378,0,1783119781444825811,2500000,2500001,935867111.000000,2.000000,0.000000,3224.000000,1195774.000000,15297052.000000,28377892.000000
313163065,49954166378,0,1783119782650790516,2500000,2499999,936814055.000000,4.000000,0.000000,3224.000000,1274051.000000,15266666.000000,28388605.000000
312399019,49954166378,0,1783119783864132968,2500000,2500004,935042473.000000,1.000000,0.000000,3224.000000,1196144.000000,15269755.000000,28361553.000000
